"Date","L1-Category","L2-Category","Segment","L1-Region","L2-Region","Value","Value 2","Count","Rate"
"2016-04-01","Office Supplies","Binders","Consumer","South","Spain","23.85","10.2","5","0.4277"
"2016-04-01","Office Supplies","Binders","Corporate","Central","Germany","102.18","29.58","2","0.2895"
"2016-04-01","Office Supplies","Binders","Corporate","North","United Kingdom","29.51","-5.92","3","-0.2008"
"2016-04-01","Office Supplies","Binders","Corporate","South","Spain","74.88","5.94","6","0.0793"
"2016-04-01","Office Supplies","Binders","Home Office","Central","Austria","49.95","13.95","3","0.2793"
"2016-04-01","Office Supplies","Binders","Home Office","Central","Germany","50.4","23.1","5","0.4583"
"2016-04-01","Office Supplies","Binders","Home Office","South","Italy","60.6","27.84","2","0.4594"
"2016-04-01","Office Supplies","Envelopes","Consumer","Central","Switzerland","173.61","10.26","9","0.0591"
"2016-04-01","Office Supplies","Envelopes","Consumer","North","United Kingdom","205.44","-90.48","8","-0.4404"
"2016-04-01","Office Supplies","Envelopes","Consumer","South","Italy","98.76","7.8","4","0.079"
"2016-04-01","Office Supplies","Envelopes","Corporate","Central","France","380.22","82.11","11","0.216"
"2016-04-01","Office Supplies","Envelopes","Home Office","Central","France","48.84","6.81","1","0.1394"
"2016-04-01","Office Supplies","Fasteners","Consumer","Central","Belgium","26.64","10.92","2","0.4099"
"2016-04-01","Office Supplies","Fasteners","Consumer","Central","France","68.55","8.88","5","0.1295"
"2016-04-01","Office Supplies","Fasteners","Consumer","Central","Germany","89.64","17.01","8","0.1898"
"2016-04-01","Office Supplies","Fasteners","Consumer","North","Finland","59.85","1.05","5","0.0175"
"2016-04-01","Office Supplies","Fasteners","Corporate","Central","France","28.38","5.64","2","0.1987"
"2016-04-01","Office Supplies","Fasteners","Corporate","North","United Kingdom","28.2","-24.84","4","-0.8809"
"2016-04-01","Office Supplies","Fasteners","Home Office","Central","Austria","37.56","10.65","3","0.2835"
"2016-04-01","Office Supplies","Labels","Consumer","Central","Austria","44.22","11.52","7","0.2605"
"2016-04-01","Office Supplies","Labels","Consumer","South","Italy","20.7","7.38","3","0.3565"
"2016-04-01","Office Supplies","Labels","Corporate","Central","Germany","25.38","9.63","3","0.3794"
"2016-04-01","Office Supplies","Labels","Home Office","Central","Austria","27","3.96","4","0.1467"
"2016-04-01","Office Supplies","Paper","Consumer","Central","Austria","83.25","18.27","3","0.2195"
"2016-04-01","Office Supplies","Paper","Consumer","Central","Netherlands","27.54","-7.74","3","-0.281"
"2016-04-01","Office Supplies","Paper","Consumer","South","Italy","122.76","56.4","4","0.4594"
"2016-04-01","Office Supplies","Paper","Corporate","North","United Kingdom","31.2","4.05","1","0.1298"
"2016-04-01","Office Supplies","Storage","Consumer","Central","Austria","1147.23","11.34","9","0.0099"
"2016-04-01","Office Supplies","Storage","Consumer","Central","Germany","1844.26","374.59","15","0.2031"
"2016-04-01","Office Supplies","Storage","Consumer","North","Denmark","609.66","-231.84","6","-0.3803"
"2016-04-01","Office Supplies","Storage","Consumer","North","United Kingdom","1454.88","268.35","7","0.1844"
"2016-04-01","Office Supplies","Storage","Consumer","South","Italy","80.24","10.58","6","0.1319"
"2016-04-01","Office Supplies","Storage","Consumer","South","Spain","172.8","44.16","4","0.2556"
"2016-04-01","Office Supplies","Storage","Corporate","Central","France","72.58","10.48","3","0.1443"
"2016-04-01","Office Supplies","Storage","Corporate","Central","Germany","915.46","147.58","6","0.1612"
"2016-04-01","Office Supplies","Storage","Corporate","North","Sweden","155.4","-31.2","5","-0.2008"
"2016-04-01","Office Supplies","Storage","Corporate","North","United Kingdom","143.91","25.83","3","0.1795"
"2016-04-01","Office Supplies","Storage","Corporate","South","Spain","218.16","7.26","5","0.0333"
"2016-04-01","Office Supplies","Storage","Home Office","Central","Austria","43.08","0","4","0"
"2016-04-01","Office Supplies","Storage","Home Office","Central","Germany","38.76","-12.6","2","-0.3251"
"2016-04-01","Office Supplies","Supplies","Consumer","Central","Belgium","307.86","67.62","7","0.2196"
"2016-04-01","Office Supplies","Supplies","Consumer","Central","Germany","82.5","33.75","5","0.4091"
"2016-04-01","Office Supplies","Supplies","Consumer","North","Denmark","83.34","-55.08","6","-0.6609"
"2016-04-01","Office Supplies","Supplies","Corporate","South","Italy","62.7","13.74","2","0.2191"
"2016-04-01","Office Supplies","Supplies","Home Office","Central","Germany","33.8","-1.4","3","-0.0413"
"2016-04-01","Technology","Accessories","Consumer","Central","France","123.93","28.05","3","0.2263"
"2016-04-01","Technology","Accessories","Corporate","Central","Austria","414.9","66.3","5","0.1598"
"2016-04-01","Technology","Accessories","Home Office","North","United Kingdom","257.85","56.7","1","0.2199"
"2016-04-01","Technology","Copiers","Consumer","Central","Germany","647.6","57.5","5","0.0888"
"2016-04-01","Technology","Copiers","Consumer","North","United Kingdom","771.72","185.16","4","0.2399"
"2016-04-01","Technology","Copiers","Consumer","South","Italy","367.83","29.34","3","0.0798"
"2016-04-01","Technology","Copiers","Corporate","Central","Germany","4748.44","844.12","14","0.1778"
"2016-04-01","Technology","Copiers","Corporate","South","Spain","377.19","82.98","3","0.22"
"2016-04-01","Technology","Copiers","Home Office","Central","France","763.93","-134.81","3","-0.1765"
"2016-04-01","Technology","Copiers","Home Office","South","Italy","171.09","66.72","1","0.39"
"2016-04-01","Technology","Machines","Consumer","Central","Austria","426.3","4.2","5","0.0099"
"2016-04-01","Technology","Machines","Consumer","Central","France","416.06","68.42","4","0.1644"
"2016-04-01","Technology","Machines","Consumer","Central","Germany","522.72","177.66","3","0.3399"
"2016-04-01","Technology","Machines","Consumer","Central","Netherlands","173.94","-104.4","2","-0.6002"
"2016-04-01","Technology","Machines","Corporate","Central","France","201.58","44.98","5","0.2231"
"2016-04-01","Technology","Machines","Home Office","Central","Austria","253.5","4.95","5","0.0195"
"2016-04-01","Technology","Phones","Consumer","Central","Germany","1912.5","535.5","3","0.28"
"2016-04-01","Technology","Phones","Consumer","Central","Netherlands","264.33","-126.9","3","-0.4801"
"2016-04-01","Technology","Phones","Corporate","Central","Germany","2875.77","-1783.08","9","-0.62"
"2016-04-01","Technology","Phones","Corporate","South","Spain","150.15","-11.7","1","-0.0779"
"2016-04-01","Technology","Phones","Home Office","Central","Germany","948.05","126.32","13","0.1332"
"2016-04-01","Technology","Phones","Home Office","South","Italy","191.59","-60.77","4","-0.3172"
"2016-05-01","Furniture","Bookcases","Consumer","Central","Germany","268.81","83.59","2","0.311"
"2016-05-01","Furniture","Bookcases","Consumer","South","Spain","3876.3","38.7","10","0.01"
"2016-05-01","Furniture","Bookcases","Corporate","South","Spain","341.46","30.72","2","0.09"
"2016-05-01","Furniture","Chairs","Consumer","Central","Germany","2586.28","694.15","13","0.2684"
"2016-05-01","Furniture","Chairs","Consumer","South","Spain","727.54","-81.86","2","-0.1125"
"2016-05-01","Furniture","Chairs","Corporate","North","Sweden","351.84","-49.44","8","-0.1405"
"2016-05-01","Furniture","Chairs","Corporate","North","United Kingdom","827.33","156.23","2","0.1888"
"2016-05-01","Furniture","Furnishings","Consumer","Central","France","333.54","156.69","3","0.4698"
"2016-05-01","Furniture","Furnishings","Consumer","Central","Germany","48.78","24.39","1","0.5"
"2016-05-01","Furniture","Furnishings","Consumer","South","Italy","80.28","37.68","4","0.4694"
"2016-05-01","Furniture","Furnishings","Consumer","South","Spain","278.19","39","5","0.1402"
"2016-05-01","Furniture","Furnishings","Corporate","Central","France","219.9","24.18","2","0.11"
"2016-05-01","Furniture","Furnishings","Home Office","South","Italy","100.32","19.02","2","0.1896"
"2016-05-01","Office Supplies","Appliances","Consumer","Central","Germany","69.04","17.62","1","0.2552"
"2016-05-01","Office Supplies","Appliances","Consumer","South","Spain","2376.87","665.37","7","0.2799"
"2016-05-01","Office Supplies","Appliances","Corporate","Central","France","509.87","-39.67","2","-0.0778"
"2016-05-01","Office Supplies","Appliances","Corporate","South","Italy","1054.02","337.26","2","0.32"
"2016-05-01","Office Supplies","Art","Consumer","Central","France","238.65","47.94","7","0.2009"
"2016-05-01","Office Supplies","Art","Consumer","Central","Germany","163.98","12.72","4","0.0776"
"2016-05-01","Office Supplies","Art","Consumer","South","Italy","647.76","129.24","20","0.1995"
"2016-05-01","Office Supplies","Art","Consumer","South","Spain","824.49","265.35","22","0.3218"
"2016-05-01","Office Supplies","Art","Corporate","Central","France","411.87","112.8","11","0.2739"
"2016-05-01","Office Supplies","Art","Corporate","Central","Germany","396","130.56","8","0.3297"
"2016-05-01","Office Supplies","Art","Corporate","North","United Kingdom","53.76","-1.86","4","-0.0346"
"2016-05-01","Office Supplies","Art","Home Office","North","United Kingdom","117.12","5.76","4","0.0492"
"2016-05-01","Office Supplies","Art","Home Office","South","Italy","14.97","5.37","1","0.3587"
"2016-05-01","Office Supplies","Binders","Consumer","South","Italy","42.45","11.85","5","0.2792"
"2016-05-01","Office Supplies","Binders","Consumer","South","Spain","110.01","0.96","7","0.0087"
"2016-05-01","Office Supplies","Binders","Corporate","Central","France","62.37","11.13","7","0.1785"
"2016-05-01","Office Supplies","Binders","Corporate","North","Finland","15.24","6.84","2","0.4488"
"2016-05-01","Office Supplies","Binders","Corporate","North","United Kingdom","268.86","90.15","8","0.3353"
"2016-05-01","Office Supplies","Binders","Corporate","South","Italy","153.27","44.37","3","0.2895"
"2016-05-01","Office Supplies","Binders","Home Office","Central","Germany","201.3","74.64","4","0.3708"
"2016-05-01","Office Supplies","Binders","Home Office","North","United Kingdom","9.54","4.08","2","0.4277"
"2016-05-01","Office Supplies","Envelopes","Consumer","Central","Germany","49.83","4.98","1","0.0999"
"2016-05-01","Office Supplies","Envelopes","Consumer","North","United Kingdom","153.27","37.53","11","0.2449"
"2016-05-01","Office Supplies","Envelopes","Consumer","South","Spain","32.28","14.16","2","0.4387"
"2016-05-01","Office Supplies","Fasteners","Consumer","Central","France","54.6","17.4","4","0.3187"
"2016-05-01","Office Supplies","Fasteners","Consumer","Central","Germany","147.24","61.23","10","0.4159"
"2016-05-01","Office Supplies","Fasteners","Consumer","Central","Netherlands","24.6","-6.45","5","-0.2622"
"2016-05-01","Office Supplies","Fasteners","Consumer","North","United Kingdom","49.2","18.15","5","0.3689"
"2016-05-01","Office Supplies","Fasteners","Corporate","Central","France","73.2","12.3","5","0.168"
"2016-05-01","Office Supplies","Fasteners","Home Office","Central","Netherlands","10.95","-6.57","2","-0.6"
"2016-05-01","Office Supplies","Fasteners","Home Office","North","United Kingdom","43.11","9","3","0.2088"
"2016-05-01","Office Supplies","Labels","Corporate","South","Italy","56.49","7.77","7","0.1375"
"2016-05-01","Office Supplies","Labels","Corporate","South","Spain","110.16","41.85","9","0.3799"
"2016-05-01","Office Supplies","Paper","Consumer","South","Italy","338.1","37.17","7","0.1099"
"2016-05-01","Office Supplies","Paper","Consumer","South","Spain","411.84","60.54","8","0.147"
"2016-05-01","Office Supplies","Paper","Corporate","Central","France","117.18","32.76","6","0.2796"
"2016-05-01","Office Supplies","Paper","Corporate","North","United Kingdom","135.72","55.56","4","0.4094"
"2016-05-01","Office Supplies","Storage","Consumer","Central","France","383.86","80.02","9","0.2085"
"2016-05-01","Office Supplies","Storage","Consumer","Central","Germany","534.63","155.04","7","0.29"
"2016-05-01","Office Supplies","Storage","Consumer","North","United Kingdom","143.55","14.85","7","0.1034"
"2016-05-01","Office Supplies","Storage","Consumer","South","Spain","742.34","-22.99","7","-0.031"
"2016-05-01","Office Supplies","Storage","Corporate","Central","France","42.04","16.75","3","0.3984"
"2016-05-01","Office Supplies","Storage","Corporate","Central","Germany","70.06","27.92","5","0.3984"
"2016-05-01","Office Supplies","Storage","Corporate","North","Finland","55.14","10.47","1","0.1899"
"2016-05-01","Office Supplies","Storage","Corporate","North","United Kingdom","846.15","141.09","7","0.1667"
"2016-05-01","Office Supplies","Storage","Corporate","South","Italy","69.44","-16.24","2","-0.2338"
"2016-05-01","Office Supplies","Storage","Home Office","South","Italy","67.75","-16.97","2","-0.2504"
"2016-05-01","Office Supplies","Supplies","Consumer","Central","Germany","34.74","11.43","3","0.329"
"2016-05-01","Office Supplies","Supplies","Consumer","South","Spain","109.53","16.38","3","0.1495"
"2016-05-01","Office Supplies","Supplies","Corporate","Central","France","50.13","1.98","3","0.0395"
"2016-05-01","Technology","Accessories","Consumer","South","Italy","284.22","80.94","5","0.2848"
"2016-05-01","Technology","Accessories","Consumer","South","Spain","508.32","203.28","2","0.3999"
"2016-05-01","Technology","Accessories","Corporate","North","United Kingdom","103.44","1.11","3","0.0107"
"2016-05-01","Technology","Accessories","Home Office","Central","France","459.24","100.92","4","0.2198"
"2016-05-01","Technology","Copiers","Consumer","Central","Germany","512.16","56.85","3","0.111"
"2016-05-01","Technology","Copiers","Consumer","North","United Kingdom","348.66","142.92","2","0.4099"
"2016-05-01","Technology","Copiers","Consumer","South","Italy","1513.56","741.6","4","0.49"
"2016-05-01","Technology","Copiers","Corporate","Central","France","1117.36","-32.84","6","-0.0294"
"2016-05-01","Technology","Copiers","Corporate","North","United Kingdom","486.66","243.3","2","0.4999"
"2016-05-01","Technology","Machines","Consumer","Central","France","792","214.29","3","0.2706"
"2016-05-01","Technology","Machines","Consumer","South","Portugal","186.3","-156.6","5","-0.8406"
"2016-05-01","Technology","Machines","Consumer","South","Spain","442.48","83.56","4","0.1888"
"2016-05-01","Technology","Machines","Home Office","North","United Kingdom","221.16","15.48","2","0.07"
"2016-05-01","Technology","Phones","Consumer","Central","Germany","683.25","61.35","5","0.0898"
"2016-05-01","Technology","Phones","Consumer","North","United Kingdom","5724.54","2461.32","9","0.43"
"2016-05-01","Technology","Phones","Consumer","South","Spain","669.57","89.67","5","0.1339"
"2016-06-01","Furniture","Bookcases","Consumer","Central","France","2561.3","-15.04","11","-0.0059"
"2016-06-01","Furniture","Bookcases","Consumer","Central","Germany","1969.6","503.32","6","0.2555"
"2016-06-01","Furniture","Bookcases","Consumer","North","United Kingdom","610.35","207.45","5","0.3399"
"2016-06-01","Furniture","Bookcases","Consumer","South","Italy","2546.46","381.78","7","0.1499"
"2016-06-01","Furniture","Bookcases","Consumer","South","Spain","296.88","47.46","2","0.1599"
"2016-06-01","Furniture","Bookcases","Corporate","Central","France","3572.34","605.4","10","0.1695"
"2016-06-01","Furniture","Bookcases","Corporate","North","United Kingdom","298.68","113.46","2","0.3799"
"2016-06-01","Furniture","Bookcases","Home Office","Central","France","466.72","-25.94","3","-0.0556"
"2016-06-01","Furniture","Chairs","Consumer","Central","France","696.37","55.72","13","0.08"
"2016-06-01","Furniture","Chairs","Consumer","Central","Germany","3340.38","1010.7","13","0.3026"
"2016-06-01","Furniture","Chairs","Consumer","Central","Netherlands","183.42","-139.5","4","-0.7605"
"2016-06-01","Furniture","Chairs","Consumer","North","Sweden","159.03","-28.71","6","-0.1805"
"2016-06-01","Furniture","Chairs","Consumer","North","United Kingdom","945.68","191.36","15","0.2023"
"2016-06-01","Furniture","Chairs","Corporate","Central","France","133.65","4.41","2","0.033"
"2016-06-01","Furniture","Chairs","Corporate","Central","Germany","149.93","6.65","3","0.0444"
"2016-06-01","Furniture","Chairs","Corporate","North","Finland","292.95","46.8","5","0.1598"
"2016-06-01","Furniture","Chairs","Corporate","South","Italy","96.42","-86.88","5","-0.9011"
"2016-06-01","Furniture","Chairs","Home Office","Central","France","444.04","162.7","6","0.3664"
"2016-06-01","Furniture","Chairs","Home Office","North","United Kingdom","822.85","246.85","2","0.3"
"2016-06-01","Furniture","Furnishings","Consumer","Central","France","973.35","106.92","9","0.1098"
"2016-06-01","Furniture","Furnishings","Consumer","Central","Germany","152.77","57.64","3","0.3773"
"2016-06-01","Furniture","Furnishings","Consumer","North","United Kingdom","202.67","-41.32","9","-0.2039"
"2016-06-01","Furniture","Furnishings","Corporate","Central","Germany","292.68","91.98","6","0.3143"
"2016-06-01","Furniture","Furnishings","Corporate","South","Italy","40.14","18.84","2","0.4694"
"2016-06-01","Furniture","Furnishings","Home Office","Central","France","439.8","48.36","4","0.11"
"2016-06-01","Furniture","Furnishings","Home Office","North","United Kingdom","53.11","-18.98","3","-0.3574"
"2016-06-01","Furniture","Tables","Consumer","Central","France","2364.1","-218.3","4","-0.0923"
"2016-06-01","Furniture","Tables","Corporate","North","United Kingdom","508.38","172.8","2","0.3399"
"2016-06-01","Furniture","Tables","Home Office","Central","Germany","555.14","-1924.54","4","-1"
"2016-06-01","Office Supplies","Appliances","Consumer","Central","France","2634.17","775.07","8","0.2942"
"2016-06-01","Office Supplies","Appliances","Consumer","South","Spain","163.56","57.24","2","0.35"
"2016-06-01","Office Supplies","Art","Consumer","Central","France","113.28","5.16","7","0.0456"
"2016-06-01","Office Supplies","Art","Consumer","Central","Germany","565.56","173.37","26","0.3065"
"2016-06-01","Office Supplies","Art","Consumer","Central","Netherlands","39.15","-18.81","3","-0.4805"
"2016-06-01","Office Supplies","Art","Consumer","North","United Kingdom","718.26","152.82","22","0.2128"
"2016-06-01","Office Supplies","Art","Consumer","South","Spain","95.76","35.28","6","0.3684"
"2016-06-01","Office Supplies","Art","Corporate","Central","Austria","30.24","10.86","2","0.3591"
"2016-06-01","Office Supplies","Art","Corporate","Central","France","172.38","33.93","6","0.1968"
"2016-06-01","Office Supplies","Art","Corporate","Central","Germany","121.8","48.6","5","0.399"
"2016-06-01","Office Supplies","Art","Corporate","Central","Switzerland","45.36","16.29","3","0.3591"
"2016-06-01","Office Supplies","Art","Corporate","North","Finland","99.48","23.82","2","0.2394"
"2016-06-01","Office Supplies","Art","Corporate","North","United Kingdom","22.25","4.43","2","0.199"
"2016-06-01","Office Supplies","Art","Corporate","South","Spain","83.88","3.33","3","0.0397"
"2016-06-01","Office Supplies","Art","Home Office","Central","Netherlands","63.38","-31.88","3","-0.503"
"2016-06-01","Office Supplies","Art","Home Office","South","Italy","111.84","4.44","4","0.0397"
"2016-06-01","Office Supplies","Binders","Consumer","Central","Belgium","198.45","59.43","7","0.2995"
"2016-06-01","Office Supplies","Binders","Consumer","Central","France","139.92","49.92","15","0.3568"
"2016-06-01","Office Supplies","Binders","Consumer","Central","Germany","194.47","35.8","26","0.1841"
"2016-06-01","Office Supplies","Binders","Consumer","Central","Netherlands","46.83","-11.34","7","-0.2422"
"2016-06-01","Office Supplies","Binders","Consumer","North","United Kingdom","259.38","72.33","15","0.2789"
"2016-06-01","Office Supplies","Binders","Corporate","Central","France","103.47","18","4","0.174"
"2016-06-01","Office Supplies","Binders","Corporate","Central","Germany","156.9","69.78","7","0.4447"
"2016-06-01","Office Supplies","Binders","Corporate","North","United Kingdom","121.8","33.06","6","0.2714"
"2016-06-01","Office Supplies","Binders","Corporate","South","Italy","65.28","30.48","8","0.4669"
"2016-06-01","Office Supplies","Binders","Home Office","Central","France","117.57","12.9","11","0.1097"
"2016-06-01","Office Supplies","Binders","Home Office","South","Italy","494.52","173.91","15","0.3517"
"2016-06-01","Office Supplies","Envelopes","Consumer","Central","France","77.4","8.4","4","0.1085"
"2016-06-01","Office Supplies","Envelopes","Consumer","North","United Kingdom","35.73","8.55","3","0.2393"
"2016-06-01","Office Supplies","Envelopes","Consumer","South","Italy","47.88","2.79","3","0.0583"
"2016-06-01","Office Supplies","Envelopes","Consumer","South","Spain","59.94","28.71","3","0.479"
"2016-06-01","Office Supplies","Envelopes","Corporate","Central","France","265.23","29.07","9","0.1096"
"2016-06-01","Office Supplies","Envelopes","Corporate","Central","Germany","134.37","18.39","5","0.1369"
"2016-06-01","Office Supplies","Envelopes","Home Office","North","United Kingdom","187.5","85.38","4","0.4554"
"2016-06-01","Office Supplies","Envelopes","Home Office","South","Italy","88.92","40.8","4","0.4588"
"2016-06-01","Office Supplies","Fasteners","Consumer","Central","France","15.96","1.59","1","0.0996"
"2016-06-01","Office Supplies","Fasteners","Consumer","North","Sweden","11.88","-5.94","2","-0.5"
"2016-06-01","Office Supplies","Fasteners","Corporate","Central","France","212.73","55.44","21","0.2606"
"2016-06-01","Office Supplies","Fasteners","Corporate","Central","Germany","94.38","32.37","7","0.343"
"2016-06-01","Office Supplies","Fasteners","Corporate","Central","Netherlands","14.07","-9.87","2","-0.7015"
"2016-06-01","Office Supplies","Fasteners","Corporate","South","Italy","19.77","9.87","1","0.4992"
"2016-06-01","Office Supplies","Fasteners","Home Office","Central","Germany","27.96","10.02","2","0.3584"
"2016-06-01","Office Supplies","Fasteners","Home Office","South","Italy","16.59","5.46","1","0.3291"
"2016-06-01","Office Supplies","Labels","Consumer","Central","Austria","24.21","3.33","3","0.1375"
"2016-06-01","Office Supplies","Labels","Consumer","Central","France","119.16","31.02","11","0.2603"
"2016-06-01","Office Supplies","Labels","Consumer","North","Sweden","3.33","-0.6","1","-0.1802"
"2016-06-01","Office Supplies","Labels","Corporate","Central","France","20.94","7.08","2","0.3381"
"2016-06-01","Office Supplies","Labels","Corporate","Central","Germany","37.12","1.58","5","0.0424"
"2016-06-01","Office Supplies","Labels","Corporate","South","Italy","13.32","6.24","2","0.4685"
"2016-06-01","Office Supplies","Labels","Home Office","Central","France","82.35","25.11","11","0.3049"
"2016-06-01","Office Supplies","Labels","Home Office","Central","Germany","25.08","11.76","4","0.4689"
"2016-06-01","Office Supplies","Paper","Consumer","Central","France","120.78","27.42","5","0.227"
"2016-06-01","Office Supplies","Paper","Consumer","North","Sweden","67.6","-39.58","5","-0.5855"
"2016-06-01","Office Supplies","Paper","Corporate","Central","Germany","102.45","14.25","5","0.1391"
"2016-06-01","Office Supplies","Paper","Corporate","South","Italy","134.64","43.02","3","0.3195"
"2016-06-01","Office Supplies","Storage","Consumer","Central","France","832.38","77.91","23","0.0936"
"2016-06-01","Office Supplies","Storage","Consumer","Central","Germany","1481.01","353.73","35","0.2388"
"2016-06-01","Office Supplies","Storage","Consumer","North","United Kingdom","20.58","5.94","2","0.2886"
"2016-06-01","Office Supplies","Storage","Consumer","South","Italy","647.6","-194.92","10","-0.301"
"2016-06-01","Office Supplies","Storage","Corporate","Central","Austria","402.39","76.41","3","0.1899"
"2016-06-01","Office Supplies","Storage","Corporate","Central","France","1149.07","293.05","10","0.255"
"2016-06-01","Office Supplies","Storage","Corporate","Central","Germany","73.41","11.67","2","0.159"
"2016-06-01","Office Supplies","Storage","Corporate","North","United Kingdom","345.38","30.65","3","0.0888"
"2016-06-01","Office Supplies","Storage","Corporate","South","Italy","247.3","7","8","0.0283"
"2016-06-01","Office Supplies","Storage","Home Office","Central","France","437.99","159.29","9","0.3637"
"2016-06-01","Office Supplies","Storage","Home Office","Central","Germany","171.32","20.12","5","0.1174"
"2016-06-01","Office Supplies","Storage","Home Office","North","United Kingdom","594.85","47.68","5","0.0802"
"2016-06-01","Office Supplies","Storage","Home Office","South","Italy","30.62","3.53","3","0.1152"
"2016-06-01","Office Supplies","Supplies","Consumer","Central","Germany","814.77","91.32","21","0.1121"
"2016-06-01","Office Supplies","Supplies","Consumer","South","Italy","154.56","41.16","8","0.2663"
"2016-06-01","Office Supplies","Supplies","Consumer","South","Spain","54.66","2.16","2","0.0395"
"2016-06-01","Office Supplies","Supplies","Corporate","Central","Austria","94.08","27.24","2","0.2895"
"2016-06-01","Office Supplies","Supplies","Corporate","Central","France","79.44","35.64","4","0.4486"
"2016-06-01","Office Supplies","Supplies","Corporate","Central","Germany","43.38","2.58","2","0.0595"
"2016-06-01","Office Supplies","Supplies","Home Office","Central","France","189.09","73.98","6","0.3912"
"2016-06-01","Office Supplies","Supplies","Home Office","North","United Kingdom","284.26","122.98","14","0.4326"
"2016-06-01","Office Supplies","Supplies","Home Office","South","Spain","212.22","14.76","6","0.0696"
"2016-06-01","Technology","Accessories","Consumer","Central","France","254.88","109.53","3","0.4297"
"2016-06-01","Technology","Accessories","Consumer","Central","Germany","1177.8","425.88","8","0.3616"
"2016-06-01","Technology","Accessories","Corporate","Central","France","1701.96","270.96","13","0.1592"
"2016-06-01","Technology","Accessories","Corporate","Central","Germany","224.82","29.22","2","0.13"
"2016-06-01","Technology","Accessories","Corporate","North","United Kingdom","44.13","18.09","1","0.4099"
"2016-06-01","Technology","Accessories","Home Office","Central","France","397.17","162.81","9","0.4099"
"2016-06-01","Technology","Accessories","Home Office","Central","Netherlands","86.04","-29.28","4","-0.3403"
"2016-06-01","Technology","Copiers","Consumer","Central","Germany","2855","294.08","12","0.103"
"2016-06-01","Technology","Copiers","Consumer","North","Denmark","188.78","-11.38","3","-0.0603"
"2016-06-01","Technology","Copiers","Consumer","North","United Kingdom","1610.7","81.6","6","0.0507"
"2016-06-01","Technology","Copiers","Corporate","North","United Kingdom","3031.62","1082.82","8","0.3572"
"2016-06-01","Technology","Copiers","Home Office","Central","France","1103.97","175.74","7","0.1592"
"2016-06-01","Technology","Copiers","Home Office","North","United Kingdom","899.82","359.91","3","0.4"
"2016-06-01","Technology","Machines","Consumer","Central","France","796.14","46.8","3","0.0588"
"2016-06-01","Technology","Machines","Consumer","North","United Kingdom","2198.7","923.37","7","0.42"
"2016-06-01","Technology","Machines","Corporate","Central","France","453.72","96.27","5","0.2122"
"2016-06-01","Technology","Machines","Corporate","Central","Germany","622.5","80.88","2","0.1299"
"2016-06-01","Technology","Machines","Home Office","Central","France","645.97","212.71","3","0.3293"
"2016-06-01","Technology","Phones","Consumer","Central","Austria","247.77","79.2","3","0.3197"
"2016-06-01","Technology","Phones","Consumer","Central","France","3653.12","987.14","10","0.2702"
"2016-06-01","Technology","Phones","Consumer","Central","Germany","1055.22","264.9","12","0.251"
"2016-06-01","Technology","Phones","Consumer","North","Sweden","248.88","-149.4","4","-0.6003"
"2016-06-01","Technology","Phones","Consumer","North","United Kingdom","73.26","-51.3","2","-0.7002"
"2016-06-01","Technology","Phones","Consumer","South","Portugal","341.48","-341.48","5","-1"
"2016-06-01","Technology","Phones","Consumer","South","Spain","445.99","108.85","6","0.2441"
"2016-06-01","Technology","Phones","Corporate","Central","France","372.56","74.47","6","0.1999"
"2016-06-01","Technology","Phones","Corporate","Central","Germany","2094.04","-1167.92","8","-0.5577"
"2016-06-01","Technology","Phones","Corporate","North","Finland","215.55","94.77","3","0.4397"
"2016-06-01","Technology","Phones","Corporate","North","United Kingdom","1908.72","57.24","3","0.03"
"2016-06-01","Technology","Phones","Home Office","Central","France","129.28","48.64","2","0.3763"
"2016-06-01","Technology","Phones","Home Office","Central","Germany","1108.26","266.61","10","0.2406"
"2016-06-01","Technology","Phones","Home Office","North","United Kingdom","716.1","35.7","5","0.0499"
"2016-07-01","Furniture","Bookcases","Consumer","Central","France","907.01","-30.43","7","-0.0335"
"2016-07-01","Furniture","Bookcases","Consumer","Central","Germany","1053.4","58.46","3","0.0555"
"2016-07-01","Furniture","Bookcases","Consumer","South","Italy","292.56","43.86","2","0.1499"
"2016-07-01","Furniture","Bookcases","Corporate","Central","Germany","885.17","-88.75","8","-0.1003"
"2016-07-01","Furniture","Bookcases","Corporate","North","United Kingdom","712.2","320.4","5","0.4499"
"2016-07-01","Furniture","Bookcases","Home Office","Central","Germany","1181.55","498.81","3","0.4222"
"2016-07-01","Furniture","Chairs","Consumer","Central","France","486.32","135.05","3","0.2777"
"2016-07-01","Furniture","Chairs","Consumer","Central","Germany","156.74","-203.8","3","-1"
"2016-07-01","Furniture","Chairs","Corporate","Central","France","905.58","279.81","11","0.309"
"2016-07-01","Furniture","Chairs","Corporate","Central","Germany","1066.47","47.94","8","0.045"
"2016-07-01","Furniture","Chairs","Home Office","Central","France","776.52","137.88","10","0.1776"
"2016-07-01","Furniture","Chairs","Home Office","South","Spain","522.48","-78.42","5","-0.1501"
"2016-07-01","Furniture","Furnishings","Consumer","Central","Germany","1194.68","255.88","16","0.2142"
"2016-07-01","Furniture","Furnishings","Consumer","North","United Kingdom","52.98","-4.62","3","-0.0871"
"2016-07-01","Furniture","Furnishings","Corporate","North","Norway","353.22","6.93","7","0.0196"
